time,latitude,longitude,altitude,speed,speed_elevation
2024-02-07 12:22:11+00:00,45.307717,5.889367,934.0,7.09251211984719,2.0
2024-02-07 12:22:12+00:00,45.30765,5.889317,935.0,8.482423599733153,1.0
2024-02-07 12:22:13+00:00,45.3076,5.889267,937.0,7.092516579390611,2.0
2024-02-07 12:22:14+00:00,45.307533,5.88925,938.0,7.641939832723647,1.0
2024-02-07 12:22:15+00:00,45.307467,5.889233,940.0,7.729884130006287,2.0
2024-02-07 12:22:16+00:00,45.307417,5.88925,942.0,6.062302031007755,2.0
2024-02-07 12:22:17+00:00,45.307367,5.889283,944.0,6.454079282532307,2.0
2024-02-07 12:22:18+00:00,45.307333,5.889333,944.0,5.445094009211994,0.0
2024-02-07 12:22:19+00:00,45.307317,5.889383,943.0,4.415453690604539,-1.0
2024-02-07 12:22:20+00:00,45.3073,5.889433,942.0,4.461521875196699,-1.0
2024-02-07 12:22:21+00:00,45.307267,5.889533,938.0,9.528405700291154,-4.0
2024-02-07 12:22:22+00:00,45.30725,5.88965,938.0,9.353549460317335,0.0
2024-02-07 12:22:23+00:00,45.307283,5.889767,936.0,10.069876515197645,-2.0
2024-02-07 12:22:24+00:00,45.30735,5.88985,934.0,10.092285690318302,-2.0
2024-02-07 12:22:25+00:00,45.307433,5.8899,933.0,10.084269787220862,-1.0
2024-02-07 12:22:26+00:00,45.307517,5.8899,931.0,9.562330093993051,-2.0
2024-02-07 12:22:27+00:00,45.307617,5.889867,930.0,11.471499389383814,-1.0
2024-02-07 12:22:28+00:00,45.307683,5.889783,928.0,10.061273074393817,-2.0
2024-02-07 12:22:29+00:00,45.307733,5.889683,926.0,9.811965162188748,-2.0
2024-02-07 12:22:30+00:00,45.30775,5.889567,924.0,9.489954911023482,-2.0
2024-02-07 12:22:31+00:00,45.30775,5.889467,923.0,7.892689718973856,-1.0
2024-02-07 12:22:32+00:00,45.307717,5.889383,924.0,7.598973954348562,1.0
2024-02-07 12:22:33+00:00,45.307683,5.889317,925.0,6.482681165394215,1.0
2024-02-07 12:22:34+00:00,45.30765,5.88925,926.0,6.48152301833147,1.0
2024-02-07 12:22:35+00:00,45.307617,5.889217,927.0,4.601078954233282,1.0
2024-02-07 12:22:36+00:00,45.307583,5.8892,927.0,4.012057890976337,0.0
2024-02-07 12:22:37+00:00,45.307533,5.889167,927.0,6.136375175081369,0.0
2024-02-07 12:22:38+00:00,45.307483,5.889133,929.0,6.485814476643671,2.0
2024-02-07 12:22:39+00:00,45.307417,5.889117,930.0,7.519896102585729,1.0
2024-02-07 12:22:40+00:00,45.307383,5.8891,930.0,4.0120594488022014,0.0
2024-02-07 12:22:41+00:00,45.307333,5.889083,929.0,5.809605078257322,-1.0
2024-02-07 12:22:42+00:00,45.307283,5.889067,927.0,6.045596657016722,-2.0
2024-02-07 12:22:43+00:00,45.307217,5.88905,926.0,7.533334207957136,-1.0
2024-02-07 12:22:44+00:00,45.30715,5.889033,928.0,7.8357685229324465,2.0
2024-02-07 12:22:45+00:00,45.3071,5.889017,929.0,5.792171360648326,1.0
2024-02-07 12:22:46+00:00,45.30705,5.888983,930.0,6.250271808406417,1.0
2024-02-07 12:22:47+00:00,45.307,5.88895,930.0,6.136385402733048,0.0
2024-02-07 12:22:48+00:00,45.306933,5.888917,930.0,7.89322414109271,0.0
2024-02-07 12:22:49+00:00,45.306883,5.8889,933.0,6.461543104500524,3.0
2024-02-07 12:22:50+00:00,45.306817,5.888883,935.0,7.729886757870828,2.0
2024-02-07 12:22:51+00:00,45.306767,5.888867,935.0,5.705196535393435,0.0
2024-02-07 12:22:52+00:00,45.306733,5.88885,936.0,4.134810956633103,1.0
2024-02-07 12:22:53+00:00,45.306683,5.888817,936.0,6.136391486749742,0.0
2024-02-07 12:22:54+00:00,45.306617,5.8888,935.0,7.533336696979508,-1.0
2024-02-07 12:22:55+00:00,45.306567,5.888767,935.0,6.136393712843034,0.0
2024-02-07 12:22:56+00:00,45.3065,5.88875,935.0,7.576233165047621,0.0
2024-02-07 12:22:57+00:00,45.30645,5.88875,935.0,5.56597453984845,0.0
2024-02-07 12:22:58+00:00,45.3064,5.88875,936.0,5.655092623312298,1.0
2024-02-07 12:22:59+00:00,45.30635,5.88875,938.0,5.91439536803519,2.0
2024-02-07 12:23:00+00:00,45.306317,5.888733,939.0,4.0331652215981855,1.0
2024-02-07 12:23:01+00:00,45.306267,5.888717,940.0,5.792175341796332,1.0
2024-02-07 12:23:02+00:00,45.306233,5.888717,940.0,3.784862686907113,0.0
2024-02-07 12:23:03+00:00,45.306183,5.888717,940.0,5.56597453984845,0.0
2024-02-07 12:23:04+00:00,45.306133,5.8887,940.0,5.7229001527813725,0.0
2024-02-07 12:23:05+00:00,45.306083,5.8887,940.0,5.56597453984845,0.0
2024-02-07 12:23:06+00:00,45.30605,5.888683,940.0,3.9072289915874348,0.0
2024-02-07 12:23:07+00:00,45.306017,5.88865,939.0,4.601119904010586,-1.0
2024-02-07 12:23:08+00:00,45.305983,5.888633,938.0,4.134816625132579,-1.0
2024-02-07 12:23:09+00:00,45.30595,5.888633,936.0,4.182692865842276,-2.0
2024-02-07 12:23:10+00:00,45.3059,5.888633,935.0,5.655092623312298,-1.0
2024-02-07 12:23:11+00:00,45.305867,5.88865,933.0,4.389356425573663,-2.0
2024-02-07 12:23:12+00:00,45.305817,5.88865,932.0,5.655092623312298,-1.0
2024-02-07 12:23:13+00:00,45.305767,5.888633,931.0,5.809613501306855,-1.0
2024-02-07 12:23:14+00:00,45.305717,5.88865,931.0,5.722902425209139,0.0
2024-02-07 12:23:15+00:00,45.305683,5.88865,930.0,3.914739526295681,-1.0
2024-02-07 12:23:16+00:00,45.30565,5.888633,929.0,4.0331703898579585,-1.0
2024-02-07 12:23:17+00:00,45.3056,5.888633,927.0,5.914395368779565,-2.0
2024-02-07 12:23:18+00:00,45.30555,5.888617,926.0,5.792178768530537,-1.0
2024-02-07 12:23:19+00:00,45.3055,5.888617,925.0,5.6550926225337905,-1.0
2024-02-07 12:23:20+00:00,45.30545,5.888583,924.0,6.2503038078759605,-1.0
2024-02-07 12:23:21+00:00,45.3054,5.888567,924.0,5.705203168280804,0.0
2024-02-07 12:23:22+00:00,45.30535,5.88855,924.0,5.722904429261569,0.0
2024-02-07 12:23:23+00:00,45.305283,5.888517,925.0,7.956341868806987,1.0
2024-02-07 12:23:24+00:00,45.305233,5.8885,925.0,5.722905068176907,0.0
2024-02-07 12:23:25+00:00,45.305183,5.888467,925.0,6.136420272005396,0.0
2024-02-07 12:23:26+00:00,45.305133,5.888433,924.0,6.250310147753685,-1.0
2024-02-07 12:23:27+00:00,45.305083,5.888383,924.0,6.804788923615499,0.0
2024-02-07 12:23:28+00:00,45.305017,5.88835,923.0,7.852088813545472,-1.0
2024-02-07 12:23:29+00:00,45.304967,5.8883,923.0,6.804793532643383,0.0
2024-02-07 12:23:30+00:00,45.3049,5.88825,923.0,8.42336019514024,0.0
2024-02-07 12:23:31+00:00,45.30485,5.8882,924.0,6.877883270361712,1.0
2024-02-07 12:23:32+00:00,45.3048,5.88815,924.0,6.804800167117661,0.0
2024-02-07 12:23:33+00:00,45.30475,5.8881,924.0,6.804802153526032,0.0
2024-02-07 12:23:34+00:00,45.3047,5.88805,926.0,7.092627114248436,2.0
2024-02-07 12:23:35+00:00,45.30465,5.888,928.0,7.092629019387068,2.0
2024-02-07 12:23:36+00:00,45.304583,5.88795,930.0,8.657549790929735,2.0
2024-02-07 12:23:37+00:00,45.304533,5.887917,932.0,6.454130990410442,2.0
2024-02-07 12:23:38+00:00,45.304483,5.887867,934.0,7.092635385240565,2.0
2024-02-07 12:23:39+00:00,45.304433,5.8878,935.0,7.713521683787155,1.0
2024-02-07 12:23:40+00:00,45.3044,5.88775,935.0,5.368460544883358,0.0
2024-02-07 12:23:41+00:00,45.304367,5.887683,935.0,6.404164886043074,0.0
2024-02-07 12:23:42+00:00,45.304333,5.887633,935.0,5.44524295045949,0.0
2024-02-07 12:23:43+00:00,45.304283,5.887583,934.0,6.877905556396978,-1.0
2024-02-07 12:23:44+00:00,45.304233,5.887533,935.0,6.877907521012482,1.0
2024-02-07 12:23:45+00:00,45.304183,5.887483,936.0,6.877909486947239,1.0
2024-02-07 12:23:46+00:00,45.30415,5.887433,937.0,5.460815304500562,1.0
2024-02-07 12:23:47+00:00,45.304133,5.887383,938.0,4.461713768859264,1.0
2024-02-07 12:23:48+00:00,45.304083,5.887333,936.0,7.092650631285479,-2.0
2024-02-07 12:23:49+00:00,45.304033,5.887267,934.0,7.853883158398153,-2.0
2024-02-07 12:23:50+00:00,45.30395,5.887217,935.0,10.08436315751225,1.0
2024-02-07 12:23:51+00:00,45.303883,5.88715,938.0,9.59930708309294,3.0
2024-02-07 12:23:52+00:00,45.303817,5.887117,942.0,8.755317318359275,4.0
2024-02-07 12:23:53+00:00,45.303767,5.887067,945.0,7.436791232138229,3.0
2024-02-07 12:23:54+00:00,45.303733,5.88705,946.0,4.134833630571487,1.0
2024-02-07 12:23:55+00:00,45.3037,5.887017,947.0,4.601179203747559,1.0
2024-02-07 12:23:56+00:00,45.30365,5.886967,946.0,6.877930436494141,-1.0
2024-02-07 12:23:57+00:00,45.3036,5.8869,947.0,7.713574104890429,1.0
2024-02-07 12:23:58+00:00,45.303567,5.886833,950.0,7.07206508417266,3.0
2024-02-07 12:23:59+00:00,45.303517,5.8868,953.0,6.83052312251215,3.0
2024-02-07 12:24:00+00:00,45.303483,5.886783,956.0,5.009677113146197,3.0
2024-02-07 12:24:01+00:00,45.303433,5.886783,957.0,5.655092623312298,1.0
2024-02-07 12:24:02+00:00,45.3034,5.886767,959.0,4.366268538837869,2.0
2024-02-07 12:24:03+00:00,45.303383,5.886733,959.0,3.2661963000405363,0.0
2024-02-07 12:24:04+00:00,45.303333,5.8867,959.0,6.136455772968685,0.0
2024-02-07 12:24:05+00:00,45.3033,5.886683,959.0,3.9072509866980214,0.0
2024-02-07 12:24:06+00:00,45.30325,5.886667,960.0,5.792189760884607,1.0
2024-02-07 12:24:07+00:00,45.3032,5.886633,961.0,6.25034880688505,1.0
2024-02-07 12:24:08+00:00,45.30315,5.886617,963.0,6.045615581046569,2.0
2024-02-07 12:24:09+00:00,45.303117,5.8866,964.0,4.033190016711668,1.0
2024-02-07 12:24:10+00:00,45.303083,5.886583,965.0,4.134838543249926,1.0
2024-02-07 12:24:11+00:00,45.30305,5.886533,963.0,5.7289701108632185,-2.0
2024-02-07 12:24:12+00:00,45.303,5.886517,965.0,6.0456162686157064,2.0
2024-02-07 12:24:13+00:00,45.302967,5.8865,966.0,4.033191178258079,1.0
2024-02-07 12:24:14+00:00,45.302917,5.886467,967.0,6.217410026508242,1.0
2024-02-07 12:24:15+00:00,45.302867,5.88645,968.0,5.809629101643141,1.0
2024-02-07 12:24:16+00:00,45.30285,5.886417,968.0,3.2027218157138986,0.0
2024-02-07 12:24:17+00:00,45.302817,5.8864,969.0,4.033192341222147,1.0
2024-02-07 12:24:18+00:00,45.302783,5.886367,969.0,4.582721023320826,0.0
2024-02-07 12:24:19+00:00,45.30275,5.886317,967.0,5.728984266653779,-2.0
2024-02-07 12:24:20+00:00,45.302717,5.886283,967.0,4.536719960386982,0.0
2024-02-07 12:24:21+00:00,45.302683,5.886233,968.0,5.536385364252015,1.0
2024-02-07 12:24:22+00:00,45.30265,5.886183,969.0,5.460889561306515,1.0
2024-02-07 12:24:23+00:00,45.302617,5.886167,968.0,4.008034968621557,-1.0
2024-02-07 12:24:24+00:00,45.302583,5.88615,968.0,4.012096837053029,0.0
2024-02-07 12:24:25+00:00,45.30255,5.886117,967.0,4.6012086358078825,-1.0
2024-02-07 12:24:26+00:00,45.3025,5.886083,968.0,6.25036280578435,1.0
2024-02-07 12:24:27+00:00,45.30245,5.886033,969.0,6.877977602324069,1.0
2024-02-07 12:24:28+00:00,45.302417,5.886017,969.0,3.8812826981390405,0.0
2024-02-07 12:24:29+00:00,45.302367,5.885983,970.0,6.250365466415903,1.0
2024-02-07 12:24:30+00:00,45.302333,5.885933,971.0,5.536402454481777,1.0
2024-02-07 12:24:31+00:00,45.302283,5.885883,972.0,6.877984165571326,1.0
2024-02-07 12:24:32+00:00,45.302233,5.88585,973.0,6.217422981573053,1.0
2024-02-07 12:24:33+00:00,45.3022,5.8858,973.0,5.368571328030365,0.0
2024-02-07 12:24:34+00:00,45.30215,5.88575,973.0,6.80490544389275,0.0
2024-02-07 12:24:35+00:00,45.302117,5.885717,973.0,4.491238457660652,0.0
2024-02-07 12:24:36+00:00,45.302067,5.885683,974.0,6.250371466247987,1.0
2024-02-07 12:24:37+00:00,45.302017,5.88565,975.0,6.217427072641223,1.0
2024-02-07 12:24:38+00:00,45.301983,5.885633,976.0,4.134846857002825,1.0
2024-02-07 12:24:39+00:00,45.301933,5.8856,978.0,6.454178428514225,2.0
2024-02-07 12:24:40+00:00,45.301917,5.88555,979.0,4.415784293762937,1.0
2024-02-07 12:24:41+00:00,45.301883,5.8855,980.0,5.536424427988379,1.0
2024-02-07 12:24:42+00:00,45.30185,5.885467,983.0,5.401044877317193,3.0
2024-02-07 12:24:43+00:00,45.301817,5.885433,985.0,4.958029145329532,2.0
2024-02-07 12:24:44+00:00,45.301783,5.885417,986.0,4.1103109890975675,1.0
2024-02-07 12:24:45+00:00,45.30175,5.8854,985.0,4.033200608826889,-1.0
2024-02-07 12:24:46+00:00,45.301717,5.885367,986.0,4.6012299547470175,1.0
2024-02-07 12:24:47+00:00,45.301683,5.88535,986.0,4.012103847291271,0.0
2024-02-07 12:24:48+00:00,45.301633,5.885317,986.0,6.13648839594818,0.0
2024-02-07 12:24:49+00:00,45.301583,5.885267,987.0,6.878011679447916,1.0
2024-02-07 12:24:50+00:00,45.301533,5.8852,986.0,7.7137041811629485,-1.0
2024-02-07 12:24:51+00:00,45.3015,5.885133,988.0,6.709404688219907,2.0
2024-02-07 12:24:52+00:00,45.301467,5.885083,988.0,5.368608237948612,0.0
2024-02-07 12:24:53+00:00,45.301433,5.885033,988.0,5.445386923283866,0.0
2024-02-07 12:24:54+00:00,45.301383,5.885,989.0,6.217439080670232,1.0
2024-02-07 12:24:55+00:00,45.301333,5.88495,990.0,6.878021505578851,1.0
2024-02-07 12:24:56+00:00,45.301283,5.88495,989.0,5.655092623312298,-1.0
2024-02-07 12:24:57+00:00,45.301233,5.88495,987.0,5.91439536803519,-2.0
2024-02-07 12:24:58+00:00,45.301183,5.88495,986.0,5.655092623312298,-1.0
2024-02-07 12:24:59+00:00,45.301133,5.884933,984.0,6.062334424709971,-2.0
2024-02-07 12:25:00+00:00,45.301083,5.8849,983.0,6.217444762695778,-1.0
2024-02-07 12:25:01+00:00,45.301033,5.884867,982.0,6.217445709699593,-1.0
2024-02-07 12:25:02+00:00,45.300983,5.88485,982.0,5.7229282752374955,0.0
2024-02-07 12:25:03+00:00,45.300933,5.88485,980.0,5.914395368779565,-2.0
2024-02-07 12:25:04+00:00,45.300867,5.884817,979.0,7.852151051392834,-1.0
2024-02-07 12:25:05+00:00,45.3008,5.8848,979.0,7.5762566759720915,0.0
2024-02-07 12:25:06+00:00,45.300733,5.884783,980.0,7.641967640590184,1.0
2024-02-07 12:25:07+00:00,45.300667,5.8848,984.0,8.470627703305135,4.0
2024-02-07 12:25:08+00:00,45.3006,5.884783,984.0,7.576257500955922,0.0
2024-02-07 12:25:09+00:00,45.30055,5.884783,985.0,5.655092623312298,1.0
2024-02-07 12:25:10+00:00,45.3005,5.88475,984.0,6.21745580472346,-1.0
2024-02-07 12:25:11+00:00,45.300433,5.884733,982.0,7.835795311927144,-2.0
2024-02-07 12:25:12+00:00,45.30035,5.884717,982.0,9.324067684772773,0.0
2024-02-07 12:25:13+00:00,45.3003,5.884667,982.0,6.804978938095438,0.0
2024-02-07 12:25:14+00:00,45.300233,5.884633,982.0,7.919302224480908,0.0
2024-02-07 12:25:15+00:00,45.300183,5.884583,982.0,6.804983586082164,0.0
2024-02-07 12:25:16+00:00,45.300117,5.884567,982.0,7.453136357146313,0.0
2024-02-07 12:25:17+00:00,45.300067,5.88455,982.0,5.72293327797261,0.0
2024-02-07 12:25:18+00:00,45.3,5.884533,983.0,7.641970638100631,1.0
2024-02-07 12:25:19+00:00,45.29995,5.8845,983.0,6.136520692547121,0.0
2024-02-07 12:25:20+00:00,45.2999,5.884467,982.0,6.217467168771996,-1.0
2024-02-07 12:25:21+00:00,45.299833,5.884433,982.0,7.919308538366535,0.0
2024-02-07 12:25:22+00:00,45.299783,5.884383,981.0,6.878082427297432,-1.0
2024-02-07 12:25:23+00:00,45.299717,5.884333,980.0,8.384966275094913,-1.0
2024-02-07 12:25:24+00:00,45.299667,5.884267,981.0,7.66078284160673,1.0
2024-02-07 12:25:25+00:00,45.2996,5.884233,980.0,7.9821993195924605,-1.0
2024-02-07 12:25:26+00:00,45.29955,5.8842,979.0,6.217473797066918,-1.0
2024-02-07 12:25:27+00:00,45.299483,5.88415,978.0,8.482683880761963,-1.0
2024-02-07 12:25:28+00:00,45.299417,5.884117,977.0,7.8521727970528294,-1.0
2024-02-07 12:25:29+00:00,45.29935,5.88405,976.0,9.173390718243269,-1.0
2024-02-07 12:25:30+00:00,45.299283,5.884,976.0,8.423540463729536,0.0
2024-02-07 12:25:31+00:00,45.299217,5.88395,976.0,8.325138424315227,0.0
2024-02-07 12:25:32+00:00,45.299167,5.8839,976.0,6.805023947961435,0.0
2024-02-07 12:25:33+00:00,45.2991,5.883867,976.0,7.8933409997768935,0.0
2024-02-07 12:25:34+00:00,45.29905,5.883817,975.0,6.878111237238356,-1.0
2024-02-07 12:25:35+00:00,45.298983,5.883767,974.0,8.482699815408148,-1.0
2024-02-07 12:25:36+00:00,45.298933,5.8837,975.0,7.713867795482832,1.0
2024-02-07 12:25:37+00:00,45.298867,5.883667,975.0,7.788244163996159,0.0
2024-02-07 12:25:38+00:00,45.2988,5.883617,975.0,8.42355596537598,0.0
2024-02-07 12:25:39+00:00,45.29875,5.883583,976.0,6.250437804081159,1.0
2024-02-07 12:25:40+00:00,45.298683,5.88355,978.0,8.142783944199097,2.0
2024-02-07 12:25:41+00:00,45.298633,5.8835,980.0,7.09285835498549,2.0
2024-02-07 12:25:42+00:00,45.2986,5.883467,981.0,4.6013097271977195,1.0
2024-02-07 12:25:43+00:00,45.298567,5.88345,982.0,4.033225271995993,1.0
2024-02-07 12:25:44+00:00,45.298533,5.883417,981.0,4.690664444220252,-1.0
2024-02-07 12:25:45+00:00,45.2985,5.883367,979.0,5.7291848111221615,-2.0
2024-02-07 12:25:46+00:00,45.298467,5.8833,976.0,7.072415132569772,-3.0
2024-02-07 12:25:47+00:00,45.298433,5.883233,977.0,6.545941854716255,1.0
2024-02-07 12:25:48+00:00,45.298383,5.883183,978.0,6.878137452931683,1.0
2024-02-07 12:25:49+00:00,45.298367,5.88315,979.0,3.2938648876671013,1.0
2024-02-07 12:25:50+00:00,45.298333,5.883117,978.0,4.690669465173667,-1.0
2024-02-07 12:25:51+00:00,45.298317,5.883067,976.0,4.743532160843814,-2.0
2024-02-07 12:25:52+00:00,45.2983,5.883033,974.0,3.8300534013766243,-2.0
2024-02-07 12:25:53+00:00,45.298267,5.882983,973.0,5.461106533610442,-1.0
2024-02-07 12:25:54+00:00,45.298233,5.882917,972.0,6.483367771341379,-1.0
2024-02-07 12:25:55+00:00,45.2982,5.882867,971.0,5.461109850797453,-1.0
2024-02-07 12:25:56+00:00,45.298183,5.8828,971.0,5.5772491700888915,0.0
2024-02-07 12:25:57+00:00,45.29815,5.88275,971.0,5.3687752640826805,0.0
2024-02-07 12:25:58+00:00,45.29815,5.882667,970.0,6.575721940936711,-1.0
2024-02-07 12:25:59+00:00,45.298133,5.8826,970.0,5.577253521790776,0.0
2024-02-07 12:26:00+00:00,45.298117,5.882517,970.0,6.738881779893207,0.0
2024-02-07 12:26:01+00:00,45.2981,5.88245,971.0,5.666197038924448,1.0
2024-02-07 12:26:02+00:00,45.298067,5.882367,972.0,7.532274710527861,1.0
2024-02-07 12:26:03+00:00,45.29805,5.8823,972.0,5.577260745782603,0.0
2024-02-07 12:26:04+00:00,45.298017,5.882233,973.0,6.482244417591879,1.0
2024-02-07 12:26:05+00:00,45.297983,5.882167,975.0,6.710759508170124,2.0
2024-02-07 12:26:06+00:00,45.29795,5.8821,975.0,6.404651257907599,0.0
2024-02-07 12:26:07+00:00,45.297917,5.88205,976.0,5.461123859980453,1.0
2024-02-07 12:26:08+00:00,45.2979,5.881983,976.0,5.577273800982685,0.0
2024-02-07 12:26:09+00:00,45.297883,5.8819,974.0,7.058456859204223,-2.0
2024-02-07 12:26:10+00:00,45.297867,5.881833,973.0,5.630015819846497,-1.0
2024-02-07 12:26:11+00:00,45.297833,5.881767,973.0,6.405812554806966,0.0
2024-02-07 12:26:12+00:00,45.297817,5.881717,973.0,4.301321621908628,0.0
2024-02-07 12:26:13+00:00,45.297783,5.88165,973.0,6.469156499014323,0.0
2024-02-07 12:26:14+00:00,45.29775,5.8816,973.0,5.368795405511026,0.0
2024-02-07 12:26:15+00:00,45.297717,5.881533,973.0,6.404668917300303,0.0
2024-02-07 12:26:16+00:00,45.2977,5.881483,974.0,4.462103530163326,1.0
2024-02-07 12:26:17+00:00,45.297667,5.881417,975.0,6.419059504970392,1.0
2024-02-07 12:26:18+00:00,45.297633,5.881367,975.0,5.445575571799803,0.0
2024-02-07 12:26:19+00:00,45.2976,5.881317,975.0,5.368802957986713,0.0
2024-02-07 12:26:20+00:00,45.297567,5.881267,976.0,5.461141185665909,1.0
2024-02-07 12:26:21+00:00,45.29755,5.881217,976.0,4.348614608718437,0.0
2024-02-07 12:26:22+00:00,45.2975,5.881183,977.0,6.250462803091607,1.0
2024-02-07 12:26:23+00:00,45.297467,5.88115,978.0,4.601338723408316,1.0
2024-02-07 12:26:24+00:00,45.2974,5.881133,979.0,7.641981269738543,1.0
2024-02-07 12:26:25+00:00,45.29735,5.8811,982.0,6.830629441392283,3.0
2024-02-07 12:26:26+00:00,45.2973,5.881067,986.0,7.325128691123439,4.0
2024-02-07 12:26:27+00:00,45.29725,5.88105,991.0,7.599482967433228,5.0
2024-02-07 12:26:28+00:00,45.297217,5.881017,994.0,5.401145889646825,3.0
2024-02-07 12:26:29+00:00,45.297183,5.881,996.0,4.482996603437601,2.0
2024-02-07 12:26:30+00:00,45.29715,5.880967,996.0,4.491368689048132,0.0
2024-02-07 12:26:31+00:00,45.297117,5.880917,996.0,5.368827279172949,0.0
2024-02-07 12:26:32+00:00,45.2971,5.88085,995.0,5.666282707458668,-1.0
2024-02-07 12:26:33+00:00,45.297083,5.8808,994.0,4.462140911093504,-1.0
2024-02-07 12:26:34+00:00,45.29705,5.88075,992.0,5.729253230468148,-2.0
2024-02-07 12:26:35+00:00,45.297,5.880717,992.0,6.136577303102489,0.0
2024-02-07 12:26:36+00:00,45.296967,5.880683,993.0,4.645779325210901,1.0
2024-02-07 12:26:37+00:00,45.296917,5.88065,995.0,6.45426994670637,2.0
2024-02-07 12:26:38+00:00,45.296867,5.880617,996.0,6.217524613611403,1.0
2024-02-07 12:26:39+00:00,45.296817,5.8806,997.0,5.80966164554331,1.0
2024-02-07 12:26:40+00:00,45.296767,5.880567,998.0,6.217526506889404,1.0
2024-02-07 12:26:41+00:00,45.296733,5.880533,999.0,4.73429931348108,1.0
2024-02-07 12:26:42+00:00,45.2967,5.8805,1000.0,4.601358352696643,1.0
2024-02-07 12:26:43+00:00,45.296683,5.880483,1000.0,2.3137416931060657,0.0
2024-02-07 12:26:44+00:00,45.29665,5.88045,999.0,4.601359632308549,-1.0
2024-02-07 12:26:45+00:00,45.296617,5.880417,999.0,4.491382664384958,0.0
2024-02-07 12:26:46+00:00,45.296583,5.880383,998.0,4.734303274030341,-1.0
2024-02-07 12:26:47+00:00,45.296567,5.880333,998.0,4.301400183552603,0.0
2024-02-07 12:26:48+00:00,45.29655,5.880283,999.0,4.46217320264032,1.0
2024-02-07 12:26:49+00:00,45.296517,5.880233,998.0,5.461193162605107,-1.0
2024-02-07 12:26:50+00:00,45.2965,5.8802,998.0,3.2029552864673585,0.0
2024-02-07 12:26:51+00:00,45.296467,5.88015,995.0,6.150175427782991,-3.0
2024-02-07 12:26:52+00:00,45.296433,5.880117,993.0,5.000282743629822,-2.0
2024-02-07 12:26:53+00:00,45.2964,5.880067,990.0,6.150178372840279,-3.0
